Entity,year_month,monthly_avg_deaths,Indicator,violence_indicator,unemployment_rate
myanmar,2020-02,0,Sexual violence by IPFM* (domestic violence): Female victims,19,NA
myanmar,2020-03,8.572496774193548e-5,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,22,NA
myanmar,2020-03,8.572496774193548e-5,Sexual violence by IPFM* (domestic violence): Female victims,22,NA
myanmar,2020-04,0.003100386,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,35,NA
myanmar,2020-04,0.003100386,Sexual violence by IPFM* (domestic violence): Female victims,35,NA
myanmar,2020-05,5.1435e-4,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,27,NA
myanmar,2020-05,5.1435e-4,Sexual violence by IPFM* (domestic violence): Female victims,27,NA
myanmar,2020-06,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,35,NA
myanmar,2020-06,0,Sexual violence by IPFM* (domestic violence): Female victims,35,NA
myanmar,2020-07,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,43,NA
myanmar,2020-07,0,Sexual violence by IPFM* (domestic violence): Female victims,43,NA
myanmar,2020-08,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,18,NA
myanmar,2020-08,0,Sexual violence by IPFM* (domestic violence): Female victims,18,NA
namibia,2020-01,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,207,NA
namibia,2020-01,0,Sexual violence by IPFM* (domestic violence): Female victims,5,NA
namibia,2020-01,0,Physical asault by IPFM* (domestic violence): Male victims,37,NA
namibia,2020-01,0,Physical asault by IPFM* (domestic violence): Female victims,155,NA
namibia,2020-02,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,192,NA
namibia,2020-02,0,Sexual violence by IPFM* (domestic violence): Female victims,1,NA
namibia,2020-02,0,Physical asault by IPFM* (domestic violence): Male victims,30,NA
namibia,2020-02,0,Physical asault by IPFM* (domestic violence): Female victims,148,NA
namibia,2020-03,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,200,NA
namibia,2020-03,0,Sexual violence by IPFM* (domestic violence): Female victims,6,NA
namibia,2020-03,0,Physical asault by IPFM* (domestic violence): Male victims,39,NA
namibia,2020-03,0,Physical asault by IPFM* (domestic violence): Female victims,139,NA
namibia,2020-04,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,94,NA
namibia,2020-04,0,Sexual violence by IPFM* (domestic violence): Female victims,4,NA
namibia,2020-04,0,Physical asault by IPFM* (domestic violence): Male victims,27,NA
namibia,2020-04,0,Physical asault by IPFM* (domestic violence): Female victims,59,NA
namibia,2020-05,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,89,NA
namibia,2020-05,0,Sexual violence by IPFM* (domestic violence): Female victims,3,NA
namibia,2020-05,0,Physical asault by IPFM* (domestic violence): Male victims,14,NA
namibia,2020-05,0,Physical asault by IPFM* (domestic violence): Female victims,66,NA
namibia,2020-06,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,134,NA
namibia,2020-06,0,Sexual violence by IPFM* (domestic violence): Female victims,7,NA
namibia,2020-06,0,Physical asault by IPFM* (domestic violence): Male victims,28,NA
namibia,2020-06,0,Physical asault by IPFM* (domestic violence): Female victims,88,NA
namibia,2020-07,0.086117692,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,156,NA
namibia,2020-07,0.086117692,Sexual violence by IPFM* (domestic violence): Female victims,7,NA
namibia,2020-07,0.086117692,Physical asault by IPFM* (domestic violence): Male victims,29,NA
namibia,2020-07,0.086117692,Physical asault by IPFM* (domestic violence): Female victims,111,NA
namibia,2020-08,0.7080788177419355,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,177,NA
namibia,2020-08,0.7080788177419355,Sexual violence by IPFM* (domestic violence): Female victims,5,NA
namibia,2020-08,0.7080788177419355,Physical asault by IPFM* (domestic violence): Male victims,28,NA
namibia,2020-08,0.7080788177419355,Physical asault by IPFM* (domestic violence): Female victims,128,NA
new zealand,2020-01,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1055,NA
new zealand,2020-01,0,Sexual violence by IPFM* (domestic violence): Female victims,32,NA
new zealand,2020-01,0,Physical asault by IPFM* (domestic violence): Male victims,198,NA
new zealand,2020-01,0,Physical asault by IPFM* (domestic violence): Female victims,820,NA
new zealand,2020-02,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,979,NA
new zealand,2020-02,0,Sexual violence by IPFM* (domestic violence): Female victims,39,NA
new zealand,2020-02,0,Physical asault by IPFM* (domestic violence): Male victims,222,NA
new zealand,2020-02,0,Physical asault by IPFM* (domestic violence): Female victims,717,NA
new zealand,2020-03,0.002694027,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,991,56.068749999999994
new zealand,2020-03,0.002694027,Sexual violence by IPFM* (domestic violence): Female victims,33,56.068749999999994
new zealand,2020-03,0.002694027,Physical asault by IPFM* (domestic violence): Male victims,202,56.068749999999994
new zealand,2020-03,0.002694027,Physical asault by IPFM* (domestic violence): Female victims,754,56.068749999999994
new zealand,2020-04,0.1169207736666667,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,824,NA
new zealand,2020-04,0.1169207736666667,Sexual violence by IPFM* (domestic violence): Female victims,21,NA
new zealand,2020-04,0.1169207736666667,Physical asault by IPFM* (domestic violence): Male victims,167,NA
new zealand,2020-04,0.1169207736666667,Physical asault by IPFM* (domestic violence): Female victims,635,NA
new zealand,2020-05,0.019756199,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,803,NA
new zealand,2020-05,0.019756199,Sexual violence by IPFM* (domestic violence): Female victims,26,NA
new zealand,2020-05,0.019756199,Physical asault by IPFM* (domestic violence): Male victims,156,NA
new zealand,2020-05,0.019756199,Physical asault by IPFM* (domestic violence): Female victims,618,NA
new zealand,2020-06,0.002783828,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,820,48.68125
new zealand,2020-06,0.002783828,Sexual violence by IPFM* (domestic violence): Female victims,26,48.68125
new zealand,2020-06,0.002783828,Physical asault by IPFM* (domestic violence): Male victims,176,48.68125
new zealand,2020-06,0.002783828,Physical asault by IPFM* (domestic violence): Female victims,616,48.68125
new zealand,2020-07,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,784,NA
new zealand,2020-07,0,Sexual violence by IPFM* (domestic violence): Female victims,18,NA
new zealand,2020-07,0,Physical asault by IPFM* (domestic violence): Male victims,144,NA
new zealand,2020-07,0,Physical asault by IPFM* (domestic violence): Female victims,622,NA
new zealand,2020-08,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,631,NA
new zealand,2020-08,0,Sexual violence by IPFM* (domestic violence): Female victims,10,NA
new zealand,2020-08,0,Physical asault by IPFM* (domestic violence): Male victims,110,NA
new zealand,2020-08,0,Physical asault by IPFM* (domestic violence): Female victims,510,NA
peru,2020-01,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,13018,162.0084375
peru,2020-01,0,Sexual violence by IPFM* (domestic violence): Male victims,13,162.0084375
peru,2020-01,0,Sexual violence by IPFM* (domestic violence): Female victims,216,162.0084375
peru,2020-02,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,12409,172.570125
peru,2020-02,0,Sexual violence by IPFM* (domestic violence): Male victims,17,172.570125
peru,2020-02,0,Sexual violence by IPFM* (domestic violence): Female victims,231,172.570125
peru,2020-03,0.062773968,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9750,134.5594375
peru,2020-03,0.062773968,Sexual violence by IPFM* (domestic violence): Male victims,11,134.5594375
peru,2020-03,0.062773968,Sexual violence by IPFM* (domestic violence): Female victims,183,134.5594375
peru,2020-04,3.146733270666667,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,4191,107.437875
peru,2020-04,3.146733270666667,Sexual violence by IPFM* (domestic violence): Male victims,5,107.437875
peru,2020-04,3.146733270666667,Sexual violence by IPFM* (domestic violence): Female victims,90,107.437875
peru,2020-05,14.03218440322581,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,5225,84.2645
peru,2020-05,14.03218440322581,Sexual violence by IPFM* (domestic violence): Male victims,7,84.2645
peru,2020-05,14.03218440322581,Sexual violence by IPFM* (domestic violence): Female victims,104,84.2645
peru,2020-06,17.51891586666667,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,6730,111.58618750000001
peru,2020-06,17.51891586666667,Sexual violence by IPFM* (domestic violence): Male victims,11,111.58618750000001
peru,2020-06,17.51891586666667,Sexual violence by IPFM* (domestic violence): Female victims,177,111.58618750000001
peru,2020-07,17.09778405,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7633,119.3465625
peru,2020-07,17.09778405,Sexual violence by IPFM* (domestic violence): Male victims,11,119.3465625
peru,2020-07,17.09778405,Sexual violence by IPFM* (domestic violence): Female victims,184,119.3465625
peru,2020-08,17.79490561290323,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7799,130.15175
peru,2020-08,17.79490561290323,Sexual violence by IPFM* (domestic violence): Male victims,12,130.15175
peru,2020-08,17.79490561290323,Sexual violence by IPFM* (domestic violence): Female victims,188,130.15175
poland,2020-01,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1023,366.6666666666667
poland,2020-01,0,Sexual violence by IPFM* (domestic violence): Male victims,36,366.6666666666667
poland,2020-01,0,Sexual violence by IPFM* (domestic violence): Female victims,212,366.6666666666667
poland,2020-01,0,Physical asault by IPFM* (domestic violence): Male victims,1060,366.6666666666667
poland,2020-01,0,Physical asault by IPFM* (domestic violence): Female victims,478,366.6666666666667
poland,2020-02,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1174,365.3333333333333
poland,2020-02,0,Sexual violence by IPFM* (domestic violence): Male victims,32,365.3333333333333
poland,2020-02,0,Sexual violence by IPFM* (domestic violence): Female victims,187,365.3333333333333
poland,2020-02,0,Physical asault by IPFM* (domestic violence): Male victims,954,365.3333333333333
poland,2020-02,0,Physical asault by IPFM* (domestic violence): Female victims,388,365.3333333333333
poland,2020-03,0.015126605,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1164,351.3333333333333
poland,2020-03,0.015126605,Sexual violence by IPFM* (domestic violence): Male victims,24,351.3333333333333
poland,2020-03,0.015126605,Sexual violence by IPFM* (domestic violence): Female victims,190,351.3333333333333
poland,2020-03,0.015126605,Physical asault by IPFM* (domestic violence): Male victims,995,351.3333333333333
poland,2020-03,0.015126605,Physical asault by IPFM* (domestic violence): Female victims,397,351.3333333333333
poland,2020-04,0.4523015063333333,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,863,354
poland,2020-04,0.4523015063333333,Sexual violence by IPFM* (domestic violence): Male victims,36,354
poland,2020-04,0.4523015063333333,Sexual violence by IPFM* (domestic violence): Female victims,170,354
poland,2020-04,0.4523015063333333,Physical asault by IPFM* (domestic violence): Male victims,737,354
poland,2020-04,0.4523015063333333,Physical asault by IPFM* (domestic violence): Female victims,269,354
poland,2020-05,0.4112995977419355,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1171,362
poland,2020-05,0.4112995977419355,Sexual violence by IPFM* (domestic violence): Male victims,43,362
poland,2020-05,0.4112995977419355,Sexual violence by IPFM* (domestic violence): Female victims,165,362
poland,2020-05,0.4112995977419355,Physical asault by IPFM* (domestic violence): Male victims,957,362
poland,2020-05,0.4112995977419355,Physical asault by IPFM* (domestic violence): Female victims,379,362
poland,2020-06,0.3381716623333333,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,2127,370.6666666666667
poland,2020-06,0.3381716623333333,Sexual violence by IPFM* (domestic violence): Male victims,52,370.6666666666667
poland,2020-06,0.3381716623333333,Sexual violence by IPFM* (domestic violence): Female victims,328,370.6666666666667
poland,2020-06,0.3381716623333333,Physical asault by IPFM* (domestic violence): Male victims,1586,370.6666666666667
poland,2020-06,0.3381716623333333,Physical asault by IPFM* (domestic violence): Female victims,643,370.6666666666667
poland,2020-07,0.2193357751612903,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1101,386.6666666666667
poland,2020-07,0.2193357751612903,Sexual violence by IPFM* (domestic violence): Male victims,29,386.6666666666667
poland,2020-07,0.2193357751612903,Sexual violence by IPFM* (domestic violence): Female victims,170,386.6666666666667
poland,2020-07,0.2193357751612903,Physical asault by IPFM* (domestic violence): Male victims,670,386.6666666666667
poland,2020-07,0.2193357751612903,Physical asault by IPFM* (domestic violence): Female victims,287,386.6666666666667
poland,2020-08,0.2727590980645161,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1148,388
poland,2020-08,0.2727590980645161,Sexual violence by IPFM* (domestic violence): Male victims,28,388
poland,2020-08,0.2727590980645161,Sexual violence by IPFM* (domestic violence): Female victims,136,388
poland,2020-08,0.2727590980645161,Physical asault by IPFM* (domestic violence): Male victims,690,388
poland,2020-08,0.2727590980645161,Physical asault by IPFM* (domestic violence): Female victims,277,388
serbia,2020-01,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,486,NA
serbia,2020-02,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,386,NA
serbia,2020-03,0.041392853,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,399,NA
serbia,2020-04,0.7236285153333334,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,350,NA
serbia,2020-05,0.3989999685483871,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,459,NA
serbia,2020-06,0.1297202286666667,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,440,NA
serbia,2020-07,1.308964178709678,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,450,NA
serbia,2020-08,0.783749935,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,451,NA
spain,2020-01,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7422,2194.6666666666665
spain,2020-01,0,Sexual violence by IPFM* (domestic violence): Male victims,19,2194.6666666666665
spain,2020-01,0,Sexual violence by IPFM* (domestic violence): Female victims,141,2194.6666666666665
spain,2020-01,0,Physical asault by IPFM* (domestic violence): Male victims,1254,2194.6666666666665
spain,2020-01,0,Physical asault by IPFM* (domestic violence): Female victims,6008,2194.6666666666665
spain,2020-02,7.20969e-4,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7622,2163.3333333333335
spain,2020-02,7.20969e-4,Sexual violence by IPFM* (domestic violence): Male victims,11,2163.3333333333335
spain,2020-02,7.20969e-4,Sexual violence by IPFM* (domestic violence): Female victims,114,2163.3333333333335
spain,2020-02,7.20969e-4,Physical asault by IPFM* (domestic violence): Male victims,1299,2163.3333333333335
spain,2020-02,7.20969e-4,Physical asault by IPFM* (domestic violence): Female victims,6198,2163.3333333333335
spain,2020-03,3.601589888322581,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,6341,2268
spain,2020-03,3.601589888322581,Sexual violence by IPFM* (domestic violence): Male victims,13,2268
spain,2020-03,3.601589888322581,Sexual violence by IPFM* (domestic violence): Female victims,97,2268
spain,2020-03,3.601589888322581,Physical asault by IPFM* (domestic violence): Male victims,1075,2268
spain,2020-03,3.601589888322581,Physical asault by IPFM* (domestic violence): Female victims,5156,2268
spain,2020-04,13.32772298333333,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,5870,2261
spain,2020-04,13.32772298333333,Sexual violence by IPFM* (domestic violence): Male victims,8,2261
spain,2020-04,13.32772298333333,Sexual violence by IPFM* (domestic violence): Female victims,93,2261
spain,2020-04,13.32772298333333,Physical asault by IPFM* (domestic violence): Male victims,1075,2261
spain,2020-04,13.32772298333333,Physical asault by IPFM* (domestic violence): Female victims,4694,2261
spain,2020-05,2.977044570967742,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7994,2204.6666666666665
spain,2020-05,2.977044570967742,Sexual violence by IPFM* (domestic violence): Male victims,19,2204.6666666666665
spain,2020-05,2.977044570967742,Sexual violence by IPFM* (domestic violence): Female victims,118,2204.6666666666665
spain,2020-05,2.977044570967742,Physical asault by IPFM* (domestic violence): Male victims,1507,2204.6666666666665
spain,2020-05,2.977044570967742,Physical asault by IPFM* (domestic violence): Female victims,6350,2204.6666666666665
spain,2020-06,0.5764663636666667,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9122,2270.3333333333335
spain,2020-06,0.5764663636666667,Sexual violence by IPFM* (domestic violence): Male victims,19,2270.3333333333335
spain,2020-06,0.5764663636666667,Sexual violence by IPFM* (domestic violence): Female victims,193,2270.3333333333335
spain,2020-06,0.5764663636666667,Physical asault by IPFM* (domestic violence): Male victims,1624,2270.3333333333335
spain,2020-06,0.5764663636666667,Physical asault by IPFM* (domestic violence): Female victims,7286,2270.3333333333335
spain,2020-07,0.1175478791935484,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9377,2392.3333333333335
spain,2020-07,0.1175478791935484,Sexual violence by IPFM* (domestic violence): Male victims,22,2392.3333333333335
spain,2020-07,0.1175478791935484,Sexual violence by IPFM* (domestic violence): Female victims,182,2392.3333333333335
spain,2020-07,0.1175478791935484,Physical asault by IPFM* (domestic violence): Male victims,1590,2392.3333333333335
spain,2020-07,0.1175478791935484,Physical asault by IPFM* (domestic violence): Female victims,7583,2392.3333333333335
spain,2020-08,0.58600508,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9056,2518.6666666666665
spain,2020-08,0.58600508,Sexual violence by IPFM* (domestic violence): Male victims,13,2518.6666666666665
spain,2020-08,0.58600508,Sexual violence by IPFM* (domestic violence): Female victims,157,2518.6666666666665
spain,2020-08,0.58600508,Physical asault by IPFM* (domestic violence): Male victims,1586,2518.6666666666665
spain,2020-08,0.58600508,Physical asault by IPFM* (domestic violence): Female victims,7300,2518.6666666666665
sweden,2020-01,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1855,278
sweden,2020-01,0,Sexual violence by IPFM* (domestic violence): Male victims,6,278
sweden,2020-01,0,Sexual violence by IPFM* (domestic violence): Female victims,172,278
sweden,2020-01,0,Physical asault by IPFM* (domestic violence): Male victims,349,278
sweden,2020-01,0,Physical asault by IPFM* (domestic violence): Female victims,1328,278
sweden,2020-02,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1836,305
sweden,2020-02,0,Sexual violence by IPFM* (domestic violence): Male victims,4,305
sweden,2020-02,0,Sexual violence by IPFM* (domestic violence): Female victims,163,305
sweden,2020-02,0,Physical asault by IPFM* (domestic violence): Male victims,360,305
sweden,2020-02,0,Physical asault by IPFM* (domestic violence): Female victims,1309,305
sweden,2020-03,0.5308159583870968,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1915,264
sweden,2020-03,0.5308159583870968,Sexual violence by IPFM* (domestic violence): Male victims,5,264
sweden,2020-03,0.5308159583870968,Sexual violence by IPFM* (domestic violence): Female victims,158,264
sweden,2020-03,0.5308159583870968,Physical asault by IPFM* (domestic violence): Male victims,419,264
sweden,2020-03,0.5308159583870968,Physical asault by IPFM* (domestic violence): Female victims,1333,264
sweden,2020-04,7.58514612,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1864,307
sweden,2020-04,7.58514612,Sexual violence by IPFM* (domestic violence): Male victims,8,307
sweden,2020-04,7.58514612,Sexual violence by IPFM* (domestic violence): Female victims,118,307
sweden,2020-04,7.58514612,Physical asault by IPFM* (domestic violence): Male victims,404,307
sweden,2020-04,7.58514612,Physical asault by IPFM* (domestic violence): Female victims,1334,307
sweden,2020-05,5.8495214709677414,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,2061,335.6666666666667
sweden,2020-05,5.8495214709677414,Sexual violence by IPFM* (domestic violence): Male victims,8,335.6666666666667
sweden,2020-05,5.8495214709677414,Sexual violence by IPFM* (domestic violence): Female victims,171,335.6666666666667
sweden,2020-05,5.8495214709677414,Physical asault by IPFM* (domestic violence): Male victims,442,335.6666666666667
sweden,2020-05,5.8495214709677414,Physical asault by IPFM* (domestic violence): Female victims,1440,335.6666666666667
sweden,2020-06,2.99319263,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,2161,376
sweden,2020-06,2.99319263,Sexual violence by IPFM* (domestic violence): Male victims,7,376
sweden,2020-06,2.99319263,Sexual violence by IPFM* (domestic violence): Female victims,156,376
sweden,2020-06,2.99319263,Physical asault by IPFM* (domestic violence): Male victims,476,376
sweden,2020-06,2.99319263,Physical asault by IPFM* (domestic violence): Female victims,1522,376
sweden,2020-07,0.9544141067741936,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1967,339.3333333333333
sweden,2020-07,0.9544141067741936,Sexual violence by IPFM* (domestic violence): Male victims,11,339.3333333333333
sweden,2020-07,0.9544141067741936,Sexual violence by IPFM* (domestic violence): Female victims,163,339.3333333333333
sweden,2020-07,0.9544141067741936,Physical asault by IPFM* (domestic violence): Male victims,358,339.3333333333333
sweden,2020-07,0.9544141067741936,Physical asault by IPFM* (domestic violence): Female victims,1435,339.3333333333333
uruguay,2020-01,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,294,67.32000000000001
uruguay,2020-01,0,Physical asault by IPFM* (domestic violence): Female victims,389,67.32000000000001
uruguay,2020-02,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,289,83.0833125
uruguay,2020-02,0,Physical asault by IPFM* (domestic violence): Female victims,288,83.0833125
uruguay,2020-03,0,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,282,75.163
uruguay,2020-03,0,Physical asault by IPFM* (domestic violence): Female victims,323,75.163
uruguay,2020-04,0.1334117449666667,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,294,70.5590625
uruguay,2020-04,0.1334117449666667,Physical asault by IPFM* (domestic violence): Female victims,283,70.5590625
uruguay,2020-05,0.08018295,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,257,71.394125
uruguay,2020-05,0.08018295,Physical asault by IPFM* (domestic violence): Female victims,281,71.394125
uruguay,2020-06,0.037917022,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,248,80.60062500000001
uruguay,2020-06,0.037917022,Physical asault by IPFM* (domestic violence): Female victims,255,80.60062500000001
uruguay,2020-07,0.081541983,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,202,80.217875
uruguay,2020-07,0.081541983,Physical asault by IPFM* (domestic violence): Female victims,255,80.217875
uruguay,2020-08,0.080182949,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,242,81.4660625
uruguay,2020-08,0.080182949,Physical asault by IPFM* (domestic violence): Female victims,268,81.4660625
